2025. 11. 15. 오전 3:02:46, 53.058983
2025. 11. 15. 오전 3:02:47, 55.09357
2025. 11. 15. 오전 3:02:48, 58.776115
2025. 11. 15. 오전 3:02:49, 58.401413
2025. 11. 15. 오전 3:02:50, 55.801285
2025. 11. 15. 오전 3:02:51, 55.1377
2025. 11. 15. 오전 3:02:52, 62.77366
2025. 11. 15. 오전 3:02:53, 64.96399
2025. 11. 15. 오전 3:02:54, 52.480995
2025. 11. 15. 오전 3:02:55, 44.040947
2025. 11. 15. 오전 3:02:56, 57.828735
2025. 11. 15. 오전 3:02:57, 51.17189
2025. 11. 15. 오전 3:02:58, 51.579117
2025. 11. 15. 오전 3:02:59, 28.939226
2025. 11. 15. 오전 3:03:00, 29.794266
2025. 11. 15. 오전 3:03:01, 24.796717
2025. 11. 15. 오전 3:03:02, 47.545204
2025. 11. 15. 오전 3:03:03, 40.11505
2025. 11. 15. 오전 3:03:04, 24.796717
2025. 11. 15. 오전 3:03:05, 25.266338
2025. 11. 15. 오전 3:03:06, 23.21309
2025. 11. 15. 오전 3:03:07, 23.21309
2025. 11. 15. 오전 3:03:08, 25.266338
2025. 11. 15. 오전 3:03:09, 26.135653
2025. 11. 15. 오전 3:03:10, 23.21309
2025. 11. 15. 오전 3:03:11, 27.650066
2025. 11. 15. 오전 3:03:12, 24.796717
2025. 11. 15. 오전 3:03:13, 29.794266
2025. 11. 15. 오전 3:03:14, 32.946423
2025. 11. 15. 오전 3:03:15, 34.011333
2025. 11. 15. 오전 3:03:16, 24.796717
2025. 11. 15. 오전 3:03:17, 25.711866
2025. 11. 15. 오전 3:03:18, 23.21309
2025. 11. 15. 오전 3:03:19, 24.300245
2025. 11. 15. 오전 3:03:20, 25.266338
2025. 11. 15. 오전 3:03:21, 23.21309
2025. 11. 15. 오전 3:03:22, 23.21309
2025. 11. 15. 오전 3:03:23, 26.135653
2025. 11. 15. 오전 3:03:24, 26.135653
2025. 11. 15. 오전 3:03:25, 25.711866
2025. 11. 15. 오전 3:03:26, 27.29549
2025. 11. 15. 오전 3:03:27, 28.634426
2025. 11. 15. 오전 3:03:28, 25.711866
2025. 11. 15. 오전 3:03:29, 24.796717
2025. 11. 15. 오전 3:03:30, 24.796717
2025. 11. 15. 오전 3:03:31, 24.796717
2025. 11. 15. 오전 3:03:32, 24.796717
2025. 11. 15. 오전 3:03:33, 23.773666
2025. 11. 15. 오전 3:03:34, 23.773666
2025. 11. 15. 오전 3:03:35, 23.21309
2025. 11. 15. 오전 3:03:36, 23.773666
2025. 11. 15. 오전 3:03:37, 32.156254
2025. 11. 15. 오전 3:03:38, 23.21309
2025. 11. 15. 오전 3:03:39, 23.773666
2025. 11. 15. 오전 3:03:40, 23.773666
2025. 11. 15. 오전 3:03:41, 23.773666
2025. 11. 15. 오전 3:03:42, 29.794266
2025. 11. 15. 오전 3:03:43, 27.29549
2025. 11. 15. 오전 3:03:44, 24.796717
2025. 11. 15. 오전 3:03:45, 24.796717
2025. 11. 15. 오전 3:03:46, 24.300245
2025. 11. 15. 오전 3:03:47, 25.711866
2025. 11. 15. 오전 3:03:48, 23.773666
2025. 11. 15. 오전 3:03:49, 25.266338
2025. 11. 15. 오전 3:03:50, 23.773666
2025. 11. 15. 오전 3:03:51, 26.135653
2025. 11. 15. 오전 3:03:52, 25.266338
2025. 11. 15. 오전 3:03:53, 24.796717
2025. 11. 15. 오전 3:03:54, 24.796717
2025. 11. 15. 오전 3:03:55, 28.318542
2025. 11. 15. 오전 3:03:56, 25.266338
2025. 11. 15. 오전 3:03:57, 23.21309
2025. 11. 15. 오전 3:03:58, 23.773666
2025. 11. 15. 오전 3:03:59, 26.925823
2025. 11. 15. 오전 3:04:00, 22.613827
2025. 11. 15. 오전 3:04:01, 25.711866
2025. 11. 15. 오전 3:04:02, 25.266338
2025. 11. 15. 오전 3:04:03, 24.796717
2025. 11. 15. 오전 3:04:04, 23.773666
2025. 11. 15. 오전 3:04:05, 24.300245
2025. 11. 15. 오전 3:04:06, 24.796717
2025. 11. 15. 오전 3:04:07, 23.21309
2025. 11. 15. 오전 3:04:08, 23.773666
2025. 11. 15. 오전 3:04:09, 23.773666
2025. 11. 15. 오전 3:04:10, 23.21309
2025. 11. 15. 오전 3:04:11, 23.773666
2025. 11. 15. 오전 3:04:12, 24.300245
2025. 11. 15. 오전 3:04:13, 23.773666
2025. 11. 15. 오전 3:04:14, 22.613827
2025. 11. 15. 오전 3:04:15, 23.773666
2025. 11. 15. 오전 3:04:16, 23.21309
2025. 11. 15. 오전 3:04:17, 24.300245
2025. 11. 15. 오전 3:04:18, 23.21309
2025. 11. 15. 오전 3:04:19, 24.796717
2025. 11. 15. 오전 3:04:20, 23.21309
2025. 11. 15. 오전 3:04:21, 22.613827
2025. 11. 15. 오전 3:04:22, 23.773666
2025. 11. 15. 오전 3:04:23, 23.21309
2025. 11. 15. 오전 3:04:24, 23.773666
2025. 11. 15. 오전 3:04:25, 21.970133
2025. 11. 15. 오전 3:04:26, 22.613827
2025. 11. 15. 오전 3:04:27, 23.21309
2025. 11. 15. 오전 3:04:28, 24.300245
2025. 11. 15. 오전 3:04:29, 24.796717
2025. 11. 15. 오전 3:04:30, 23.21309
2025. 11. 15. 오전 3:04:31, 23.773666
2025. 11. 15. 오전 3:04:32, 21.970133
2025. 11. 15. 오전 3:04:33, 23.21309
2025. 11. 15. 오전 3:04:34, 23.773666
2025. 11. 15. 오전 3:04:35, 21.970133
2025. 11. 15. 오전 3:04:36, 24.796717
2025. 11. 15. 오전 3:04:37, 23.773666
2025. 11. 15. 오전 3:04:38, 23.773666
2025. 11. 15. 오전 3:04:39, 21.970133
2025. 11. 15. 오전 3:04:40, 23.21309
2025. 11. 15. 오전 3:04:41, 24.300245
2025. 11. 15. 오전 3:04:42, 24.300245
2025. 11. 15. 오전 3:04:43, 22.613827
2025. 11. 15. 오전 3:04:44, 21.970133
2025. 11. 15. 오전 3:04:45, 23.773666
2025. 11. 15. 오전 3:04:46, 24.796717
2025. 11. 15. 오전 3:04:47, 24.300245
2025. 11. 15. 오전 3:04:48, 25.266338
2025. 11. 15. 오전 3:04:49, 23.21309
2025. 11. 15. 오전 3:04:50, 22.613827
2025. 11. 15. 오전 3:04:51, 23.773666
2025. 11. 15. 오전 3:04:52, 24.300245
2025. 11. 15. 오전 3:04:53, 23.21309
2025. 11. 15. 오전 3:04:54, 25.711866
2025. 11. 15. 오전 3:04:55, 45.128098
2025. 11. 15. 오전 3:04:56, 22.613827
2025. 11. 15. 오전 3:04:57, 22.613827
2025. 11. 15. 오전 3:04:58, 22.613827
2025. 11. 15. 오전 3:04:59, 23.21309
2025. 11. 15. 오전 3:05:00, 23.21309
2025. 11. 15. 오전 3:05:01, 23.773666
2025. 11. 15. 오전 3:05:02, 23.773666
2025. 11. 15. 오전 3:05:03, 23.773666
2025. 11. 15. 오전 3:05:04, 24.300245
2025. 11. 15. 오전 3:05:05, 22.613827
2025. 11. 15. 오전 3:05:06, 45.128098
2025. 11. 15. 오전 3:05:07, 23.773666
2025. 11. 15. 오전 3:05:08, 27.29549
2025. 11. 15. 오전 3:05:09, 26.53972
2025. 11. 15. 오전 3:05:10, 22.613827
2025. 11. 15. 오전 3:05:11, 24.300245
2025. 11. 15. 오전 3:05:12, 31.946943
2025. 11. 15. 오전 3:05:13, 24.796717
2025. 11. 15. 오전 3:05:14, 27.990734
2025. 11. 15. 오전 3:05:15, 23.21309
2025. 11. 15. 오전 3:05:16, 23.21309
2025. 11. 15. 오전 3:05:17, 22.613827
2025. 11. 15. 오전 3:05:18, 23.21309
2025. 11. 15. 오전 3:05:19, 22.613827
2025. 11. 15. 오전 3:05:20, 22.613827
2025. 11. 15. 오전 3:05:21, 23.21309
2025. 11. 15. 오전 3:05:22, 23.21309
2025. 11. 15. 오전 3:05:23, 28.318542
2025. 11. 15. 오전 3:05:24, 36.082146
2025. 11. 15. 오전 3:05:25, 23.21309
2025. 11. 15. 오전 3:05:26, 23.773666
2025. 11. 15. 오전 3:05:27, 23.21309
2025. 11. 15. 오전 3:05:28, 29.233692
2025. 11. 15. 오전 3:05:29, 22.613827
2025. 11. 15. 오전 3:05:30, 22.613827
2025. 11. 15. 오전 3:05:31, 24.796717
2025. 11. 15. 오전 3:05:32, 22.613827
2025. 11. 15. 오전 3:05:33, 23.773666
2025. 11. 15. 오전 3:05:34, 24.300245
2025. 11. 15. 오전 3:05:35, 22.613827
2025. 11. 15. 오전 3:05:36, 24.300245
2025. 11. 15. 오전 3:05:37, 24.300245
2025. 11. 15. 오전 3:05:38, 21.970133
2025. 11. 15. 오전 3:05:39, 23.21309
2025. 11. 15. 오전 3:05:40, 23.21309
2025. 11. 15. 오전 3:05:41, 22.613827
2025. 11. 15. 오전 3:05:42, 22.613827
2025. 11. 15. 오전 3:05:43, 23.773666
2025. 11. 15. 오전 3:05:44, 24.300245
2025. 11. 15. 오전 3:05:45, 24.300245
2025. 11. 15. 오전 3:05:46, 24.796717
2025. 11. 15. 오전 3:05:47, 23.773666
2025. 11. 15. 오전 3:05:48, 23.21309
2025. 11. 15. 오전 3:05:49, 22.613827
2025. 11. 15. 오전 3:05:50, 23.21309
2025. 11. 15. 오전 3:05:51, 23.21309
2025. 11. 15. 오전 3:05:52, 22.613827
2025. 11. 15. 오전 3:05:53, 26.53972
2025. 11. 15. 오전 3:05:54, 52.984104
2025. 11. 15. 오전 3:05:55, 23.21309
2025. 11. 15. 오전 3:05:56, 21.970133
2025. 11. 15. 오전 3:05:57, 24.796717
2025. 11. 15. 오전 3:05:58, 23.21309
2025. 11. 15. 오전 3:05:59, 22.613827
2025. 11. 15. 오전 3:06:00, 23.773666
2025. 11. 15. 오전 3:06:01, 32.755516
2025. 11. 15. 오전 3:06:02, 23.21309
2025. 11. 15. 오전 3:06:03, 23.21309
2025. 11. 15. 오전 3:06:04, 24.300245
2025. 11. 15. 오전 3:06:05, 24.796717
2025. 11. 15. 오전 3:06:06, 42.675648
2025. 11. 15. 오전 3:06:07, 23.773666
2025. 11. 15. 오전 3:06:08, 24.300245
2025. 11. 15. 오전 3:06:09, 46.887978
2025. 11. 15. 오전 3:06:10, 26.135653
2025. 11. 15. 오전 3:06:11, 24.300245
2025. 11. 15. 오전 3:06:12, 23.21309
2025. 11. 15. 오전 3:06:13, 23.773666
2025. 11. 15. 오전 3:06:14, 25.266338
2025. 11. 15. 오전 3:06:15, 23.773666
2025. 11. 15. 오전 3:06:16, 26.53972
2025. 11. 15. 오전 3:06:17, 26.53972
2025. 11. 15. 오전 3:06:18, 25.266338
2025. 11. 15. 오전 3:06:19, 23.773666
2025. 11. 15. 오전 3:06:20, 23.773666
2025. 11. 15. 오전 3:06:21, 26.53972
2025. 11. 15. 오전 3:06:22, 23.773666
2025. 11. 15. 오전 3:06:23, 22.613827
2025. 11. 15. 오전 3:06:24, 22.613827
2025. 11. 15. 오전 3:06:25, 25.711866
2025. 11. 15. 오전 3:06:26, 23.773666
2025. 11. 15. 오전 3:06:27, 24.300245
2025. 11. 15. 오전 3:06:28, 23.21309
2025. 11. 15. 오전 3:06:29, 23.21309
2025. 11. 15. 오전 3:06:30, 23.773666
2025. 11. 15. 오전 3:06:31, 24.300245
2025. 11. 15. 오전 3:06:32, 22.613827
2025. 11. 15. 오전 3:06:33, 23.21309
2025. 11. 15. 오전 3:06:34, 24.300245
2025. 11. 15. 오전 3:06:35, 24.796717
2025. 11. 15. 오전 3:06:36, 23.21309
2025. 11. 15. 오전 3:06:37, 22.613827
2025. 11. 15. 오전 3:06:38, 23.21309
2025. 11. 15. 오전 3:06:39, 23.773666
2025. 11. 15. 오전 3:06:40, 24.300245
2025. 11. 15. 오전 3:06:41, 22.613827
2025. 11. 15. 오전 3:06:42, 23.21309
2025. 11. 15. 오전 3:06:43, 26.135653
2025. 11. 15. 오전 3:06:44, 25.711866
2025. 11. 15. 오전 3:06:45, 22.613827
2025. 11. 15. 오전 3:06:46, 23.21309
2025. 11. 15. 오전 3:06:47, 22.613827
2025. 11. 15. 오전 3:06:48, 24.300245
2025. 11. 15. 오전 3:06:49, 23.773666
2025. 11. 15. 오전 3:06:50, 22.613827
2025. 11. 15. 오전 3:06:51, 21.970133
